# IEL
ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID
3888	Polish	vomit	184	vɨmʲɔˈtɔvaʨ	vɨmʲɔtɔvaʨ	v ɨ mʲ ɔ t ɔ v a ʨ	2048
3889	Portuguese_ST	vomit	184	vumiˈtaɾ	vumitaɾ	v u m i t a ɾ	2048
3890	Russian	vomit	184	rvatʲ	rvatʲ	r v a tʲ	2055
3891	Spanish	vomit	184	bomi'taɾ	bomitaɾ	b o m i t a ɾ	2054
3892	Polish	vomit	184	ˈʒɨgaʨ	ʒɨgaʨ	ʒ ɨ g a ʨ	2062
3893	Greek_Mod	vomit	184	e̞ˈmo̞	e̞mo̞	e̞ m o̞	2050
3894	Bihari	vomit	184	kəyə kərəb	kəyə#kərəb	k əyə # k ə r ə b	2051
3895	Bihari	vomit	184	bokar	bokar	b o k a r	2060
3896	Swedish	vomit	184	spy:	spyː	s p yː	2052
3897	Oriya	vomit	184	banti	banti	b a n t i	2049
3898	Armenian_Mod	vomit	184	voɾʦˈkɑl	voɾʦkɑl	v o ɾ ʦ k ɑ l	2057
3899	Marathi	vomit	184	ul'ʈi: kəɾ'ɳe	ulʈiː#kəɾɳe	u l ʈ iː # k ə ɾ ɳ e	2061
3900	Marathi	vomit	184	ul'ʈi: 'ɦoɳe	ulʈiː#ɦoɳe	u l ʈ iː # ɦ o ɳ e	2061
3901	Catalan	vomit	184	'bumi'ta	bumita	b u m i t a	2054
# 
3902	Urdu	walk	185	ʧəlnə	ʧəlnə	ʧ ə l n ə	2065
3903	Catalan	walk	185	ə'na	əna	ə n a	2076
3904	Czech	walk	185	xoɟɪt	xoɟɪt	x o ɟ ɪ t	2072
3905	Breton_ST	walk	185	'kɛrzɛt	kɛrzɛt	k ɛ r z ɛ t	2065
3906	German	walk	185	'ge:ən	geːən	g eːə n	2067
3907	Italian	walk	185	kammi'nare	kamminare	k a mː i n a r e	2069
3908	Danish	walk	185	g̥ɔ	g̥ɔ	g̥ ɔ	2063
3909	Dutch_List	walk	185	'wɑndələ(n)	wɑndələn	w ɑ n d ə l ə n	2075
3910	English	walk	185	wɔ:k	wɔːk	w ɔː k	2074
3911	French	walk	185	maʀʃe	maʀʃe	m a ʀ ʃ e	2070
3912	Greek_Mod	walk	185	ˌpe̞rpaˈto̞	pe̞rpato̞	p e̞ r p a t o̞	2066
3913	Marathi	walk	185	'tsalɳe	tsalɳe	t s a l ɳ e	2068
3914	Portuguese_ST	walk	185	ɐ̃ˈdaɾ	ɐ̃daɾ	ɐ̃ d a ɾ	2064
3915	Russian	walk	185	xo'ditʲ	xoditʲ	x o d i tʲ	2071
3916	Breton_ST	walk	185	'ba:le	baːle	b aː l e	2066
3917	Portuguese_ST	walk	185	kɐmiˈɲaɾ	kɐmiɲaɾ	k ɐ m i ɲ a ɾ	2069
3918	Catalan	walk	185	kəmi'na	kəmina	k ə m i n a	2069
3919	Czech	walk	185	jiːt	jiːt	j iː t	2078
3920	Polish	walk	185	iɕʨ	iɕʨ	i ɕ ʨ	2073
3921	Bihari	walk	185	cələb	cələb	c ə l ə b	2065
3922	Bihari	walk	185	ʈəhələb	ʈəhələb	ʈ ə h ə l ə b	2077
3923	Bihari	walk	185	jaeəb	jaeəb	j aeə b	2079
3924	Spanish	walk	185	kami'naɾ	kaminaɾ	k a m i n a ɾ	2069
3925	Swedish	walk	185	go:	goː	g oː	2063
3926	Oriya	walk	185	cal(i)	cali	c a l i	2065
3927	Armenian_Mod	walk	185	kʰɑɪ̯ˈlɛl	kʰɑɪ̯lɛl	kʰ ɑɪ̯ l ɛ l	2065
# 
3928	Catalan	warm	186	kə'len	kəlen	k ə l e n	2083
3929	Breton_ST	warm	186	tɔm	tɔm	t ɔ m	2089
3930	Czech	warm	186	tɛpliː	tɛpliː	t ɛ p l iː	2086
3931	German	warm	186	varm	varm	v a r m	2080
3932	Italian	warm	186	'kaldo	kaldo	k a l d o	2083
3933	Swedish	warm	186	varm	varm	v a r m	2080
3934	Danish	warm	186	vɑm	vɑm	v ɑ m	2081
3935	Dutch_List	warm	186	wɑrm	wɑrm	w ɑ r m	2080
3936	English	warm	186	wɔ:m	wɔːm	w ɔː m	2081
3937	French	warm	186	ʃo	ʃo	ʃ o	2085
3938	Greek_Mod	warm	186	ze̞ˈsto̞s	ze̞sto̞s	z e̞ s t o̞ s	2084
3939	Marathi	warm	186	'gəɾəm	gəɾəm	g ə ɾ ə m	2083
3940	Polish	warm	186	ˈʨɛpwɔ	ʨɛpwɔ	ʨ ɛ p w ɔ	2087
3941	Portuguese_ST	warm	186	kẽˈtɨ	kẽtɨ	k ẽ t ɨ	2082
3942	Russian	warm	186	'tʲoplɨj	tʲoplɨj	tʲ o p l ɨ j	2086
3943	Spanish	warm	186	'kaliðo	kaliðo	k a l i ð o	2083
3944	Urdu	warm	186	ɡəɾm	ɡəɾm	ɡ ə ɾ m	2083
3945	Bihari	warm	186	gərm	gərm	g ə r m	2083
3946	Bihari	warm	186	tapəb	tapəb	t a p ə b	2086
3947	Oriya	warm	186	gɔrɔmɔ	gɔrɔmɔ	g ɔ r ɔ m ɔ	2083
3948	Armenian_Mod	warm	186	tɑkʰ	tɑkʰ	t ɑ kʰ	2088
# 
3949	Urdu	wash	187	d̪ʰonə	d̪ʰonə	d̪ʰ o n ə	2096
3950	Catalan	wash	187	rən'ta	rənta	r ə n t a	2101
3951	Armenian_Mod	wash	187	ləˈvɑl	ləvɑl	l ə v ɑ l	2092
3952	Czech	wash	187	miːt	miːt	m iː t	2098
3953	Breton_ST	wash	187	'gwalxĩ	gwalxĩ	g w a l x ĩ	2100
3954	German	wash	187	'vaʃn̩	vaʃn̩	v a ʃ n̩	2091
3955	Italian	wash	187	la'vare	lavare	l a v a r e	2092
3956	Swedish	wash	187	'tvɛta	tvɛta	t v ɛ t a	2090
3957	French	wash	187	lave	lave	l a v e	2092
3958	Greek_Mod	wash	187	ˈple̞no̞	ple̞no̞	p l e̞ n o̞	2094
3959	Marathi	wash	187	dʰuɳe	dʰuɳe	dʰ u ɳ e	2096
3960	Polish	wash	187	mɨʨ	mɨʨ	m ɨ ʨ	2099
3961	Portuguese_ST	wash	187	lɐˈvaɾ	lɐvaɾ	l ɐ v a ɾ	2092
3962	Russian	wash	187	mɨtʲ	mɨtʲ	m ɨ tʲ	2098
3963	Spanish	wash	187	la'βaɾ	laβaɾ	l a β a ɾ	2097
3964	Danish	wash	187	ˈvasg̥ʰə	vasg̥ʰə	v a s g̥ʰ ə	2091
3965	Dutch_List	wash	187	'wɑsə(n)	wɑsən	w ɑ s ə n	2091
3966	English	wash	187	wɒʃ	wɒʃ	w ɒ ʃ	2091
3967	Bihari	wash	187	dhob	dʱob	dʱ o b	2095
3968	Oriya	wash	187	dho-	dʱo	dʱ o	2093
# 
3969	Urdu	water	188	pɑni	pɑni	p ɑ n i	2105
3970	Armenian_Mod	water	188	ʤuɾ	ʤuɾ	ʤ u ɾ	2110
3971	Catalan	water	188	'ajɣwə, 'ajɣwa	ajɣwə	a j ɣ w ə	2112
3972	Breton_ST	water	188	duːʁ	duːʁ	d uː ʁ	2111
3973	Czech	water	188	voda	voda	v o d a	2102
3974	German	water	188	'vasɐ	vasɐ	v a s ɐ	2107
3975	Italian	water	188	'akkwa	akkwa	a kː w a	2104
3976	Swedish	water	188	ˈvatɛn	vatɛn	v a t ɛ n	2102
3977	Danish	water	188	van	van	v a n	2103
3978	Dutch_List	water	188	'watər	watər	w a t ə r	2102
3979	English	water	188	'wɔ:tə	wɔːtə	w ɔː t ə	2102
3980	French	water	188	o	o	o	2109
3981	Greek_Mod	water	188	ne̞ˈro̞	ne̞ro̞	n e̞ r o̞	2106
3982	Marathi	water	188	'oaɳi:	oaɳiː	oa ɳ iː	2108
3983	Polish	water	188	ˈvɔda	vɔda	v ɔ d a	2102
3984	Portuguese_ST	water	188	ˈaɡwɐ	aɡwɐ	a ɡ w ɐ	2104
3985	Russian	water	188	vo'da	voda	v o d a	2102
3986	Spanish	water	188	'aɣwa	aɣwa	a ɣ w a	2104
3987	Polish	water	188	ˈvɔda	vɔda	v ɔ d a	2102
3988	Bihari	water	188	pain	pain	p ai n	2105
3989	Oriya	water	188	paṇi	paɳi	p a ɳ i	2105
# 
3990	Urdu	we	189	həm	həm	h ə m	2117
3991	Catalan	we	189	nuz’altrəs	nuzaltrəs	n u z a l t r ə s	2114
3992	Armenian_Mod	we	189	mɛnkʰ	mɛnkʰ	m ɛ n kʰ	2119
3993	Breton_ST	we	189	ni:	niː	n iː	2118
3994	Czech	we	189	mɪ	mɪ	m ɪ	2115
3995	German	we	189	vi:ɐ̯	viːɐ̯	v iːɐ̯	2113
3996	Swedish	we	189	viː	viː	v iː	2113
3997	Danish	we	189	vi	vi	v i	2113
3998	Dutch_List	we	189	wɛi	wɛi	w ɛi	2113
3999	English	we	189	wi:	wiː	w iː	2113
4000	French	we	189	nu	nu	n u	2118
4001	Greek_Mod	we	189	e̞ˈmis	e̞mis	e̞ m i s	2116
4002	Marathi	we	189	am'ʰi:, 'apəɳ	amʰiː	a mʰ iː	2115
4003	Polish	we	189	mɨ	mɨ	m ɨ	2115
4004	Portuguese_ST	we	189	ˈnɔʃ	nɔʃ	n ɔ ʃ	2114
4005	Russian	we	189	mɨ	mɨ	m ɨ	2115
4006	Spanish	we	189	no'sotɾos	nosotɾos	n o s o t ɾ o s	2114
4007	Bihari	we	189	həmsəb	həmsəb	h ə m s ə b	2117
4008	Oriya	we	189	ame	ame	a m e	2115
# 
4009	Breton_ST	wet	190	gle:p	gleːp	g l eː p	2123
4010	Czech	wet	190	mokriː	mokriː	m o k r iː	2127
4011	German	wet	190	nas	nas	n a s	2125
4012	Italian	wet	190	baɲ'ɲato	baɲɲato	b a ɲː a t o	2131
4013	Swedish	wet	190	voːt	voːt	v oː t	2120
4014	Greek_Mod	wet	190	iˈɣro̞s	iɣro̞s	i ɣ r o̞ s	2123
4015	Polish	wet	190	ˈmɔkrɨ	mɔkrɨ	m ɔ k r ɨ	2127
4016	Russian	wet	190	'mokrɨj	mokrɨj	m o k r ɨ j	2127
4017	Spanish	wet	190	mo'xaðo	moxaðo	m o x a ð o	2127
4018	English	wet	190	wɛt	wɛt	w ɛ t	2120
4019	Dutch_List	wet	190	nɑt	nɑt	n ɑ t	2130
4020	Danish	wet	190	vɔˀð	vɔˀð	v ɔˀ ð	2120
4021	French	wet	190	muje	muje	m u j e	2128
4022	Marathi	wet	190	'ola	ola	o l a	2126
4023	Urdu	wet	190	ɡilə	ɡilə	ɡ i l ə	2123
4024	Bihari	wet	190	bhijəl	bʱijəl	bʱ i j ə l	2124
4025	Oriya	wet	190	tinta	tinta	t i n t a	2122
4026	Oriya	wet	190	bhiǰa	bʱiǰa	bʱ i ǰ a	2124
4027	Portuguese_ST	wet	190	ˈumidu	umidu	u m i d u	2121
4028	Armenian_Mod	wet	190	tʰɑʦʰ	tʰɑʦʰ	tʰ ɑ ʦʰ	2129
# 
4029	Urdu	what	191	kjɑ	kjɑ	k j ɑ	2138
4030	Armenian_Mod	what	191	inʧʰ	inʧʰ	i n ʧʰ	2141
4031	Catalan	what	191	kɛ, ke	kɛ	k ɛ	2134
4032	Breton_ST	what	191	ˈpetʁa	petʁa	p e t ʁ a	2142
4033	Czech	what	191	tso	tso	t s o	2140
4034	German	what	191	vas	vas	v a s	2137
4035	Swedish	what	191	vɑː(d)	vɑːd	v ɑː d	2132
4036	Italian	what	191	ke	ke	k e	2134
4037	Danish	what	191	va	va	v a	2133
4038	Dutch_List	what	191	wɑt	wɑt	w ɑ t	2132
4039	English	what	191	wɒt	wɒt	w ɒ t	2132
4040	French	what	191	kə	kə	k ə	2134
4041	Greek_Mod	what	191	ti	ti	t i	2136
4042	Marathi	what	191	kaj	kaj	k a j	2138
4043	Polish	what	191	ʦɔ	ʦɔ	ʦ ɔ	2134
4044	Portuguese_ST	what	191	kɨ, u kɨ	kɨ	k ɨ	2134
4045	Russian	what	191	ʃto	ʃto	ʃ t o	2139
4046	Spanish	what	191	ke	ke	k e	2134
4047	Bihari	what	191	ki	ki	k i	2134
4048	Oriya	what	191	kɔɔṇɔ	kɔɔɳɔ	k ɔɔ ɳ ɔ	2135
# 
4049	Urdu	when	192	kəb	kəb	k ə b	2153
4050	Catalan	when	192	kwan	kwan	k w a n	2149
4051	Armenian_Mod	when	192	jɛɾpʰ	jɛɾpʰ	j ɛ ɾ pʰ	2152
4052	Breton_ST	when	192	pø:r, pe'guls	pøːr	p øː r	2154
4053	Czech	when	192	ɡdɪ	ɡdɪ	ɡ d ɪ	2145
4054	German	when	192	van	van	v a n	2144
4055	Italian	when	192	'kwando	kwando	k w a n d o	2149
4056	Swedish	when	192	næ:r	næːr	n æː r	2143
4057	French	when	192	kɑ̃	kɑ̃	k ɑ̃	2150
4058	Danish	when	192	vɒˈnɒ, nɒ	vɒnɒ	v ɒ n ɒ	2144
4059	Dutch_List	when	192	wɑ'ner	wɑner	w ɑ n e r	2144
4060	English	when	192	wɛn	wɛn	w ɛ n	2144
4061	Greek_Mod	when	192	ˈpo̞te̞	po̞te̞	p o̞ t e̞	2146
4062	Marathi	when	192	'kẽmwʰa	kẽmwʰa	k ẽ m wʰ a	2148
4063	Polish	when	192	ˈkʲɛdɨ	kʲɛdɨ	kʲ ɛ d ɨ	2145
4064	Portuguese_ST	when	192	ˈkuɐ̃ðu	kuɐ̃ðu	k uɐ̃ ð u	2145
4065	Russian	when	192	kog'da	kogda	k o g d a	2151
4066	Spanish	when	192	'kwando	kwando	k w a n d o	2149
4067	Bihari	when	192	kəhiya	kəhiya	k ə h iya	2147
4068	Oriya	when	192	ketebele	ketebele	k e t e b e l e	2145
# 
4069	Urdu	where	193	kəhɑ̃	kəhɑ̃	k ə h ɑ̃	2163
4070	Armenian_Mod	where	193	uɾ	uɾ	u ɾ	2162
4071	Breton_ST	where	193	pe'lɛ:x	pelɛːx	p e l ɛː x	2164
4072	Czech	where	193	ɡdɛ	ɡdɛ	ɡ d ɛ	2158
4073	German	where	193	vo:	voː	v oː	2156
4074	Italian	where	193	'dove	dove	d o v e	2166
4075	Swedish	where	193	vɑːɾ	vɑːɾ	v ɑː ɾ	2155
4076	Danish	where	193	vɒ	vɒ	v ɒ	2156
4077	Dutch_List	where	193	war	war	w a r	2155
4078	English	where	193	wɛə	wɛə	w ɛə	2156
4079	French	where	193	u	u	u	2161
4080	Greek_Mod	where	193	pu	pu	p u	2159
4081	Marathi	where	193	ku'ʈʰe	kuʈʰe	k u ʈʰ e	2158
4082	Polish	where	193	ɡdzʲɛ	ɡdzʲɛ	ɡ d zʲ ɛ	2158
4083	Portuguese_ST	where	193	ˈõðɨ	õðɨ	õ ð ɨ	2157
4084	Russian	where	193	gdʲe	gdʲe	g dʲ e	2158
4085	Spanish	where	193	'donde	donde	d o n d e	2160
4086	Catalan	where	193	on	on	o n	2165
4087	Oriya	where	193	kẽũṭhiki	kẽũʈʰiki	k ẽũ ʈʰ i k i	2158
4088	Armenian_Mod	where	193	voɾˈtɛʁ	voɾtɛʁ	v o ɾ t ɛ ʁ	2155
# 
4089	Urdu	white	194	səfed̪	səfed̪	s ə f e d̪	2170
4090	Armenian_Mod	white	194	spiˈtɑk	spitɑk	s p i t ɑ k	2170
4091	Catalan	white	194	blaŋ	blaŋ	b l a ŋ	2168
4092	Breton_ST	white	194	gwɛn	gwɛn	g w ɛ n	2175
4093	Czech	white	194	biːliː	biːliː	b iː l iː	2168
4094	German	white	194	va‿is	vais	v ai s	2172
4095	Italian	white	194	'bjanko	bjanko	b j a n k o	2176
4096	Swedish	white	194	vi:t	viːt	v iː t	2167
4097	Danish	white	194	við	við	v i ð	2167
4098	Dutch_List	white	194	wɪt	wɪt	w ɪ t	2167
4099	English	white	194	waɪt	waɪt	w aɪ t	2167
4100	French	white	194	blɑ̃	blɑ̃	b l ɑ̃	2168
4101	Greek_Mod	white	194	ˈaspro̞s	aspro̞s	a s p r o̞ s	2170
4102	Polish	white	194	ˈbʲawɨ	bʲawɨ	bʲ a w ɨ	2174
4103	Portuguese_ST	white	194	ˈbɾɐ̃ku	bɾɐ̃ku	b ɾ ɐ̃ k u	2168
4104	Russian	white	194	'bʲelɨj	bʲelɨj	bʲ e l ɨ j	2168
4105	Spanish	white	194	'blaŋko	blaŋko	b l a ŋ k o	2168
4106	Bihari	white	194	ujjər	ujjər	u jː ə r	2171
4107	Bihari	white	194	dobla	dobla	d o b l a	2169
4108	Oriya	white	194	dhɔbɔḷɔ	dʱɔbɔɭɔ	dʱ ɔ b ɔ ɭ ɔ	2169
4109	Marathi	white	194	'pãɳɖʰɾa	pãɳɖʰɾa	p ã ɳ ɖʰ ɾ a	2173
# 
4110	Urdu	who	195	kɔn	kɔn	k ɔ n	2182
4111	Catalan	who	195	ki	ki	k i	2178
4112	Armenian_Mod	who	195	ov	ov	o v	2181
4113	Breton_ST	who	195	piv, piu	piv	p i v	2186
4114	Czech	who	195	gdo	gdo	g d o	2184
4115	German	who	195	ve:ɐ̯	veːɐ̯	v eːɐ̯	2181
4116	Italian	who	195	ki	ki	k i	2178
4117	Swedish	who	195	vem	vem	v e m	2177
4118	Danish	who	195	vεm	vɛm	v ɛ m	2177
4119	Dutch_List	who	195	wi	wi	w i	2181
4120	English	who	195	hu:	huː	h uː	2185
4121	French	who	195	ki	ki	k i	2178
4122	Greek_Mod	who	195	pço̞s	pço̞s	p ç o̞ s	2180
4123	Marathi	who	195	koɳ	koɳ	k o ɳ	2182
4124	Polish	who	195	ktɔ	ktɔ	k t ɔ	2184
4125	Portuguese_ST	who	195	kɐ̃ĩ	kɐ̃ĩ	k ɐ̃ ĩ	2178
4126	Russian	who	195	kto	kto	k t o	2184
4127	Spanish	who	195	kjen	kjen	k j e n	2183
4128	Bihari	who	195	ke	ke	k e	2178
4129	Oriya	who	195	kaha	kaha	k a h a	2179
# 
4130	Urdu	wide	196	ˈʧɔ.ɽə	ʧɔ.ɽə	ʧ ɔ ɽ ə	2194
4131	Armenian_Mod	wide	196	lɑɪ̯n	lɑɪ̯n	l ɑɪ̯ n	2191
4132	Catalan	wide	196	'amplə	amplə	a m p l ə	2196
4133	Breton_ST	wide	196	'le:dãn	leːdãn	l eː d ã n	2195
4134	Czech	wide	196	ʃɪrokiː	ʃɪrokiː	ʃ ɪ r o k iː	2193
4135	German	wide	196	bra‿it	brait	b r ai t	2188
4136	Italian	wide	196	'largo	largo	l a r g o	2189
4137	Swedish	wide	196	viːd	viːd	v iː d	2187
4138	Danish	wide	196	b̥ʁεð	b̥ʁɛð	b̥ ʁ ɛ ð	2188
4139	Dutch_List	wide	196	wɛit, rœym	wɛit	w ɛi t	2187
4140	English	wide	196	waɪd	waɪd	w aɪ d	2187
4141	French	wide	196	laʀʒ	laʀʒ	l a ʀ ʒ	2189
4142	Greek_Mod	wide	196	pla'tis	platis	p l a t i s	2188
4143	Marathi	wide	196	'ɾũndə	ɾũndə	ɾ ũ n d ə	2191
4144	Polish	wide	196	ʃɛˈrɔki	ʃɛrɔki	ʃ ɛ r ɔ k i	2193
4145	Portuguese_ST	wide	196	ˈlaɾɣu	laɾɣu	l a ɾ ɣ u	2189
4146	Russian	wide	196	ʃɨ'rokɨj	ʃɨrokɨj	ʃ ɨ r o k ɨ j	2193
4147	Spanish	wide	196	'anʧo	anʧo	a n ʧ o	2192
4148	Oriya	wide	196	cɔuḍau	cɔuɖau	c ɔu ɖ au	2190
4149	Oriya	wide	196	osaria	osaria	o s a r ia	2193
# 
4150	Urdu	wife	197	biwi	biwi	b i w i	2208
4151	Catalan	wife	197	mu'ʎe	muʎe	m u ʎ e	2199
4152	Armenian_Mod	wife	197	kin	kin	k i n	2198
4153	Czech	wife	197	manʒɛlka	manʒɛlka	m a n ʒ ɛ l k a	2206
4154	Breton_ST	wife	197	gwre:k	gwreːk	g w r eː k	2210
4155	German	wife	197	fra‿u	frau	f r au	2202
4156	Italian	wife	197	'moʎʎe	moʎʎe	m o ʎː e	2199
4157	French	wife	197	fam	fam	f a m	2205
4158	Greek_Mod	wife	197	ʝiˈne̞ka	ʝine̞ka	ʝ i n e̞ k a	2201
4159	Marathi	wife	197	'bajko	bajko	b a j k o	2203
4160	Polish	wife	197	ˈʒɔna	ʒɔna	ʒ ɔ n a	2201
4161	Portuguese_ST	wife	197	muˈʎɛɾ	muʎɛɾ	m u ʎ ɛ ɾ	2199
4162	Russian	wife	197	ʒe'na	ʒena	ʒ e n a	2201
4163	Spanish	wife	197	es'posa	esposa	e s p o s a	2204
4164	Danish	wife	197	ˈg̥ʰo:nə	g̥ʰoːnə	g̥ʰ oː n ə	2198
4165	English	wife	197	waɪf	waɪf	w aɪ f	2207
4166	French	wife	197	epuz	epuz	e p u z	2213
4167	German	wife	197	'gatɪn	gatɪn	g a t ɪ n	2212
4168	Italian	wife	197	'spoza	spoza	s p o z a	2204
4169	Dutch_List	wife	197	vrɑu	vrɑu	v r ɑu	2209
4170	Spanish	wife	197	mu'xeɾ	muxeɾ	m u x e ɾ	2197
4171	Portuguese_ST	wife	197	ɨʃˈpozɐ	ɨʃpozɐ	ɨ ʃ p o z ɐ	2204
4172	Polish	wife	197	mawˈʒɔnka	mawʒɔnka	m a w ʒ ɔ n k a	2214
4173	Catalan	wife	197	'dɔnə	dɔnə	d ɔ n ə	2215
4174	Swedish	wife	197	'mɑ:ka	mɑːka	m ɑː k a	2197
4175	Oriya	wife	197	pɔtni	pɔtni	p ɔ t n i	2200
4176	Oriya	wife	197	stri	stri	s t r i	2211
4177	Marathi	wife	197	'patni:	patniː	p a t n iː	2200
# 
4178	Urdu	wind	198	həwɑ	həwɑ	h ə w ɑ	2220
4179	Catalan	wind	198	ben	ben	b e n	2226
4180	Breton_ST	wind	198	'a:vɛl	aːvɛl	aː v ɛ l	2221
4181	Czech	wind	198	viːtr̩	viːtr̩	v iː t r̩	2224
4182	German	wind	198	vɪnt	vɪnt	v ɪ n t	2216
4183	Italian	wind	198	'vɛnto	vɛnto	v ɛ n t o	2216
4184	Swedish	wind	198	vɪnd	vɪnd	v ɪ n d	2216
4185	French	wind	198	vɑ̃	vɑ̃	v ɑ̃	2223
4186	Danish	wind	198	ven	ven	v e n	2216
4187	Dutch_List	wind	198	wɪnt	wɪnt	w ɪ n t	2216
4188	English	wind	198	wɪnd	wɪnd	w ɪ n d	2216
4189	Greek_Mod	wind	198	aˈʝe̞ras	aʝe̞ras	a ʝ e̞ r a s	2219
4190	Polish	wind	198	vʲiatr	vʲiatr	vʲ ia t r	2224
4191	Portuguese_ST	wind	198	ˈvẽtu	vẽtu	v ẽ t u	2217
4192	Russian	wind	198	'vʲetʲer	vʲetʲer	vʲ e tʲ e r	2224
4193	Spanish	wind	198	'bjento	bjento	b j e n t o	2222
4194	Armenian_Mod	wind	198	kʰɑˈmi	kʰɑmi	kʰ ɑ m i	2225
4195	Swedish	wind	198	'blo:sa	bloːsa	b l oː s a	2227
4196	Catalan	wind	198	'aijrə	aijrə	ai j r ə	2229
4197	Bihari	wind	198	hawa	hawa	h a w a	2220
4198	Oriya	wind	198	pɔbɔnɔ	pɔbɔnɔ	p ɔ b ɔ n ɔ	2218
4199	Marathi	wind	198	'waɾa	waɾa	w a ɾ a	2221
4200	Oriya	wind	198	bɔtasɔ	bɔtasɔ	b ɔ t a s ɔ	2228
# 
4201	Urdu	wing	199	pəɾ	pəɾ	p ə ɾ	2234
4202	Armenian_Mod	wing	199	tʰɛv	tʰɛv	tʰ ɛ v	2239
4203	Czech	wing	199	kr̝̊ɪːdlo	kr̝ɪːdlo	k r̝ ɪː d l o	2237
4204	Breton_ST	wing	199	ˈaskɛl	askɛl	a s k ɛ l	2238
4205	German	wing	199	'flʏ:gl̩	flʏːgl̩	f l ʏː g l̩	2234
4206	Italian	wing	199	'ala	ala	a l a	2236
4207	Swedish	wing	199	ˈvɪŋɛ	vɪŋɛ	v ɪ ŋ ɛ	2230
4208	Danish	wing	199	ˈveŋə	veŋə	v e ŋ ə	2230
4209	Dutch_List	wing	199	'vløɣəl	vløɣəl	v l ø ɣ ə l	2240
4210	English	wing	199	wɪŋ	wɪŋ	w ɪ ŋ	2230
4211	French	wing	199	ɛl	ɛl	ɛ l	2236
4212	Greek_Mod	wing	199	fte̞ˈruɣa	fte̞ruɣa	f t e̞ r u ɣ a	2233
4213	Marathi	wing	199	'pãŋkʰə	pãŋkʰə	p ã ŋ kʰ ə	2235
4214	Polish	wing	199	ˈskʃɨdwɔ	skʃɨdwɔ	s k ʃ ɨ d w ɔ	2238
4215	Portuguese_ST	wing	199	ˈazɐ	azɐ	a z ɐ	2231
4216	Russian	wing	199	'krɨlo	krɨlo	k r ɨ l o	2237
4217	Spanish	wing	199	'ala	ala	a l a	2236
4218	Urdu	wing	199	bɑzu	bɑzu	b ɑ z u	2242
4219	Bihari	wing	199	paĩkh	paĩkʰ	p aĩ kʰ	2232
4220	Catalan	wing	199	ˈaɫə	aɫə	a ɫ ə	2236
4221	Oriya	wing	199	pɔkhi	pɔkʰi	p ɔ kʰ i	2232
4222	Oriya	wing	199	ḍeṇa	ɖeɳa	ɖ e ɳ a	2241
# 
4223	Urdu	wipe	200	põnʧʰnə	põnʧʰnə	p õ n ʧʰ n ə	2256
4224	Catalan	wipe	200	nətə'ʒa	nətəʒa	n ə t ə ʒ a	2258
4225	Breton_ST	wipe	200	'sɛ:ɣã	sɛːɣã	s ɛː ɣ ã	2257
4226	Czech	wipe	200	vɪciːrat	vɪciːrat	v ɪ c iː r a t	2253
4227	German	wipe	200	'vɪʃn̩	vɪʃn̩	v ɪ ʃ n̩	2248
4228	Italian	wipe	200	aʃʃu'gare	aʃʃugare	a ʃː u g a r e	2257
4229	Swedish	wipe	200	'tɔrka	tɔrka	t ɔ r k a	2243
4230	Danish	wipe	200	ˈd̥ʰɶɐ̯ʌ	d̥ʰɶɐ̯ʌ	d̥ʰ ɶɐ̯ʌ	2244
4231	Dutch_List	wipe	200	'veɣə(n)	veɣən	v e ɣ ə n	2253
4232	English	wipe	200	waɪp	waɪp	w aɪ p	2254
4233	French	wipe	200	ɛsɥije	ɛsɥije	ɛ s ɥ i j e	2251
4234	Greek_Mod	wipe	200	spo̞ˈ(ɲ)ɟizo̞	spo̞ɲɟizo̞	s p o̞ ɲ ɟ i z o̞	2247
4235	Marathi	wipe	200	pus'ɳe	pusɳe	p u s ɳ e	2249
4236	Polish	wipe	200	vɨˈʨɛraʨ	vɨʨɛraʨ	v ɨ ʨ ɛ r a ʨ	2253
4237	Russian	wipe	200	'vɨtiratʲ	vɨtiratʲ	v ɨ t i r a tʲ	2252
4238	Spanish	wipe	200	lim'pjaɾ	limpjaɾ	l i m p j a ɾ	2250
4239	Portuguese_ST	wipe	200	ẽʃuˈɡaɾ	ẽʃuɡaɾ	ẽ ʃ u ɡ a ɾ	2245
4240	Armenian_Mod	wipe	200	səɾˈpʰɛl	səɾpʰɛl	s ə ɾ pʰ ɛ l	2255
4241	Oriya	wipe	200	počhi	počhi	p o č h i	2246
4242	Catalan	wipe	200	əʃu'ɣa	əʃuɣa	ə ʃ u ɣ a	2257
# 
4243	Armenian_Mod	with	201	hɛt	hɛt	h ɛ t	2268
4244	Catalan	with	201	əmb, əm; amb, am; en	əmb	ə m b	2270
4245	Czech	with	201	s	s	s	2266
4246	Breton_ST	with	201	ɡɑ̃nd	ɡɑ̃nd	ɡ ɑ̃ n d	2264
4247	German	with	201	mɪt	mɪt	m ɪ t	2259
4248	Italian	with	201	kon	kon	k o n	2264
4249	Swedish	with	201	meː(d), mɛː(d)	meːd	m eː d	2259
4250	Greek_Mod	with	201	me̞	me̞	m e̞	2262
4251	Marathi	with	201	bə'ɾobəɾ	bəɾobəɾ	b ə ɾ o b ə ɾ	2263
